CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Revisiones,Edad_Cliente,COMUNIDAD_AUT
CLIX6799,8,6,0,2.0,1,1,0,1,1,1,0,1,0.0,0,0.0,0,3861,0,1,2,13
CLIX6800,8,6,0,2.0,1,0,0,0,1,0,0,0,4.0,0,0.0,0,1829,0,1,2,13
CLIX6801,8,6,0,2.0,1,2,0,1,1,0,0,0,3.0,0,0.0,0,1829,0,1,2,13
CLIX6802,8,6,0,2.0,1,1,0,1,1,0,0,1,0.0,0,0.0,1,2758,0,0,1,4
CLIX6803,8,6,0,2.0,1,1,0,0,1,0,0,1,4.0,0,0.0,0,2574,0,0,2,16
CLIX6804,8,6,0,2.0,1,0,0,1,1,0,0,0,0.0,0,0.0,0,1829,0,1,0,2
CLIX6805,8,6,0,2.0,1,1,0,1,1,0,0,1,0.0,0,0.0,0,2574,0,0,2,13
CLIX6806,8,6,0,2.0,1,0,3,1,1,0,0,1,0.0,0,0.0,0,2743,0,1,1,13
CLIX6807,8,6,0,2.0,1,2,0,1,1,0,0,0,0.0,0,0.0,0,1829,0,0,2,6
CLIX6808,8,6,0,2.0,1,1,0,1,1,0,0,1,0.0,0,0.0,0,2574,0,1,0,16
CLIX6809,8,6,0,2.0,1,1,0,0,1,1,0,1,0.0,0,0.0,0,1829,0,1,0,3
CLIX6810,8,6,0,2.0,1,1,3,1,1,0,0,1,0.0,0,0.0,0,2574,0,0,0,6
CLIX6811,8,6,0,2.0,1,1,3,1,1,0,0,1,0.0,0,0.0,0,3034,0,1,1,7
CLIX6812,8,6,0,2.0,1,1,3,1,1,0,0,1,0.0,0,0.0,0,2574,0,0,2,7
CLIX6813,8,6,0,2.0,1,2,0,1,1,0,0,0,0.0,0,0.0,0,1829,0,1,0,16
CLIX6814,8,6,0,2.0,1,1,0,1,1,1,0,1,0.0,0,0.0,0,2574,0,1,2,8
CLIX6815,8,6,0,2.0,1,0,0,1,1,0,1,0,3.0,1,3.0,1,751,14535,2,1,8
CLIX6816,8,6,0,2.0,0,0,0,1,1,1,1,0,3.0,1,1.0,0,751,4947,2,1,7
CLIX6817,8,6,1,1.0,1,1,3,1,1,0,1,0,3.0,1,1.0,0,1098,9390,2,2,8
CLIX6818,8,6,1,1.0,1,2,0,0,1,0,0,0,4.0,1,3.0,1,1098,15787,2,1,1
CLIX6819,8,6,1,1.0,1,2,0,1,1,1,0,0,0.0,1,1.0,0,1829,7261,1,1,6
CLIX6820,8,6,1,1.0,1,1,0,1,1,1,0,0,3.0,1,3.0,1,2727,19830,2,2,16
CLIX6821,8,6,1,1.0,1,1,3,0,2,1,0,0,4.0,1,1.0,0,2727,27188,1,1,0
CLIX6822,8,6,1,1.0,1,1,3,1,1,1,0,0,4.0,1,1.0,0,4090,39167,1,2,13
CLIX6823,8,6,1,1.0,1,0,0,1,1,0,0,0,3.0,1,2.0,0,1829,11821,1,1,8
CLIX6824,8,6,1,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,1829,0,1,1,2
CLIX6825,8,6,1,1.0,1,1,0,1,1,0,0,1,3.0,0,0.0,0,2574,0,1,2,8
CLIX6826,8,6,1,1.0,0,0,0,0,1,1,1,0,4.0,1,3.0,1,0,8926,2,1,3
CLIX6827,8,6,1,1.0,0,0,0,1,1,0,1,0,4.0,0,2.0,1,0,24209,2,2,13
CLIX6828,8,6,1,1.0,0,0,0,1,1,0,0,0,4.0,1,3.0,1,0,8981,2,1,8
CLIX6829,8,6,1,1.0,0,0,0,1,2,1,0,0,2.0,1,3.0,1,2749,15629,1,1,16
CLIX6830,8,6,1,1.0,0,0,0,1,2,1,0,0,3.0,1,3.0,1,1829,17694,2,2,17
CLIX6831,8,6,1,1.0,0,2,0,0,2,0,0,0,4.0,1,2.0,0,1829,29393,1,2,11
CLIX6832,8,6,1,1.0,0,2,0,1,1,0,0,0,4.0,1,0.0,1,1829,22445,1,2,16
CLIX6833,8,6,1,1.0,0,0,0,1,1,0,0,0,0.0,0,0.0,0,1829,0,0,2,0
CLIX6834,8,6,1,2.0,0,0,0,1,1,0,0,0,2.0,1,3.0,1,1098,12756,2,2,7
CLIX6835,8,6,1,2.0,0,1,0,1,1,1,0,0,0.0,1,2.0,1,2915,14269,1,1,4
CLIX6836,8,6,1,2.0,0,0,0,1,0,1,0,0,4.0,1,3.0,1,1829,19684,1,1,17
CLIX6837,8,6,1,2.0,0,0,0,1,1,0,0,0,4.0,1,0.0,0,2743,34726,2,2,8
CLIX6838,8,6,1,2.0,0,0,0,1,1,1,0,0,4.0,0,2.0,0,1829,0,1,2,17
CLIX6839,8,6,1,2.0,0,1,3,1,1,1,0,0,3.0,1,1.0,0,4918,22020,1,1,13
CLIX6840,8,6,1,2.0,0,1,0,1,1,1,0,0,4.0,1,0.0,0,4090,35215,0,2,6
CLIX6841,8,6,1,2.0,0,2,0,1,1,0,0,0,3.0,0,0.0,0,1829,0,1,2,1
CLIX6842,8,6,1,2.0,0,1,0,1,1,0,0,1,0.0,0,0.0,0,2574,0,1,1,14
CLIX6843,8,6,1,2.0,0,0,0,0,1,0,0,0,0.0,0,0.0,0,1829,0,0,0,17
CLIX6844,8,6,0,2.0,0,0,0,1,1,1,0,0,2.0,0,0.0,0,3467,0,1,2,8
CLIX6845,8,6,0,2.0,0,0,0,0,1,1,0,0,0.0,0,0.0,0,1759,0,1,2,0
CLIX6846,8,6,0,2.0,0,1,0,1,1,1,0,1,0.0,0,0.0,0,2504,0,1,1,8
CLIX6847,8,6,0,2.0,0,1,0,1,1,1,0,1,0.0,0,0.0,0,1759,0,1,2,8
CLIX6848,8,6,0,2.0,0,0,0,1,1,0,0,0,4.0,1,0.0,1,1829,10278,1,1,0
CLIX6849,8,6,0,2.0,0,0,0,1,1,1,0,0,4.0,0,0.0,0,3571,0,1,0,13
CLIX6850,8,6,0,2.0,0,1,0,1,1,1,0,1,0.0,0,0.0,0,2574,0,1,2,3
CLIX6851,8,6,0,2.0,0,1,0,1,1,0,0,1,0.0,0,0.0,0,2574,0,1,2,8
CLIX6852,4,1,0,1.0,1,0,0,1,1,0,0,0,4.0,0,0.0,0,2280,6940,3,0,13
CLIX6853,4,1,0,1.0,1,0,0,1,1,0,0,0,4.0,0,0.0,0,3202,16071,3,1,13
CLIX6854,4,1,0,1.0,1,0,0,1,1,0,1,0,3.0,0,1.0,0,2881,11394,3,2,2
CLIX6855,4,1,0,1.0,1,1,0,1,2,0,0,0,2.0,1,0.0,0,3025,9839,2,2,4
CLIX6856,4,1,0,1.0,1,0,0,0,1,1,0,0,0.0,1,0.0,0,3457,13708,2,1,17
CLIX6857,4,1,0,1.0,1,1,0,1,2,1,0,0,4.0,1,3.0,1,3713,6683,1,2,4
CLIX6858,4,1,0,2.0,1,1,0,1,1,0,0,1,0.0,0,0.0,0,2329,0,1,1,16
CLIX6859,4,1,0,2.0,1,0,3,1,1,0,0,0,0.0,0,0.0,1,1465,0,1,1,13
CLIX6860,4,1,0,2.0,1,1,3,1,1,1,0,1,0.0,0,0.0,0,1465,0,1,1,13
CLIX6861,4,1,0,2.0,1,0,0,1,1,0,0,1,0.0,0,0.0,0,2197,0,1,2,13
CLIX6862,4,1,0,1.0,1,1,0,1,1,1,0,1,0.0,0,0.0,0,1465,0,0,2,17
CLIX6863,5,2,0,2.0,1,2,0,1,1,0,0,0,4.0,0,0.0,0,5128,8895,3,2,13
CLIX6864,5,2,0,2.0,1,0,3,1,1,0,0,0,0.0,0,3.0,1,4633,17306,2,2,8
CLIX6866,10,6,0,2.0,0,0,0,1,1,0,0,0,3.0,1,0.0,0,0,27612,0,2,3
CLIX6868,1,0,0,1.0,1,0,0,1,1,1,0,0,4.0,1,3.0,1,4177,12254,2,1,5
CLIX6869,1,0,0,1.0,1,0,3,0,1,0,0,0,2.0,0,3.0,1,3073,14831,3,1,16
CLIX6870,1,0,1,1.0,1,1,0,0,2,1,0,0,4.0,0,2.0,0,4545,12063,2,2,0
CLIX6871,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,4525,27489,3,2,13
CLIX6872,1,0,1,1.0,1,0,3,0,1,0,0,0,2.0,0,3.0,1,4525,21271,3,1,7
CLIX6873,1,0,1,1.0,1,1,1,1,1,1,0,0,4.0,1,3.0,1,1829,9321,3,1,8
CLIX6874,1,0,1,1.0,1,0,3,0,1,0,0,0,4.0,0,2.0,0,2156,21807,2,2,8
CLIX6875,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,1,0.0,0,3286,15095,3,2,3
CLIX6876,1,0,1,1.0,1,2,3,0,1,0,0,0,2.0,1,0.0,0,1788,7667,3,1,14
CLIX6877,1,0,1,1.0,1,0,3,1,1,1,0,0,2.0,0,2.0,1,2616,12421,3,1,0
CLIX6878,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,1,3391,22265,3,2,17
CLIX6879,1,0,1,1.0,1,0,0,0,1,0,0,0,2.0,1,1.0,0,3759,16963,3,1,8
CLIX6881,1,0,1,1.0,1,0,3,0,1,0,0,0,2.0,1,2.0,0,3667,20967,3,2,0
CLIX6882,1,0,1,1.0,1,0,0,1,1,0,0,0,4.0,1,3.0,1,2708,20715,3,2,8
CLIX6883,1,0,1,1.0,1,2,0,1,1,0,0,0,0.0,0,3.0,1,4769,0,3,1,11
CLIX6884,1,0,1,1.0,1,0,0,1,1,0,0,0,4.0,1,3.0,1,2134,11604,3,1,17
CLIX6885,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,0,2.0,0,2307,20907,3,1,8
CLIX6886,1,0,1,1.0,1,0,3,1,1,0,0,0,0.0,0,2.0,0,4133,20504,3,1,0
CLIX6887,1,0,1,1.0,1,2,0,1,1,0,0,0,3.0,0,1.0,0,5658,19675,3,1,13
CLIX6888,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,0,3.0,1,4957,18426,3,2,13
CLIX6889,1,0,0,1.0,1,1,0,0,0,1,0,0,4.0,0,0.0,0,1926,12013,3,1,17
CLIX6890,1,0,0,1.0,1,2,0,1,1,0,0,0,3.0,1,0.0,0,3209,11208,3,2,8
CLIX6891,1,0,0,1.0,1,1,3,0,1,1,0,0,0.0,1,0.0,0,1098,22064,3,1,17
CLIX6892,1,0,0,1.0,1,0,0,0,1,0,0,0,4.0,0,0.0,0,3209,19940,3,2,6
CLIX6893,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,1336,18761,3,1,13
CLIX6894,1,0,0,1.0,1,0,3,0,1,1,0,0,4.0,1,0.0,0,2570,7186,3,2,0
CLIX6895,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,2195,5204,2,1,11
CLIX6896,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,3667,13407,3,1,8
CLIX6897,1,0,0,1.0,1,0,3,0,1,0,0,0,2.0,1,2.0,0,3667,18306,2,2,8
CLIX6898,1,0,0,1.0,1,0,0,0,1,0,0,0,4.0,0,1.0,0,2329,11917,3,1,7
CLIX6899,1,0,0,1.0,1,0,0,0,1,1,0,0,2.0,0,3.0,1,2204,3269,3,1,8
CLIX6900,1,0,0,1.0,1,0,3,1,2,0,0,0,4.0,0,2.0,0,2256,0,3,2,8
CLIX6901,1,5,1,1.0,1,0,0,0,1,0,0,0,2.0,1,0.0,0,1588,14272,2,1,6
CLIX6902,1,5,1,1.0,1,0,0,1,0,0,0,0,1.0,1,0.0,1,4159,17742,2,1,4
CLIX6903,1,5,1,1.0,1,0,3,1,1,0,0,0,2.0,0,1.0,0,2324,12894,2,1,7
CLIX6904,1,5,1,1.0,1,0,1,0,1,0,0,0,3.0,0,2.0,0,1428,10347,3,1,11
CLIX6905,1,5,1,1.0,1,2,2,1,1,0,0,0,0.0,1,2.0,0,1428,16773,3,1,0
CLIX6906,1,5,1,1.0,1,2,3,1,1,0,0,0,2.0,0,2.0,1,1270,25265,2,1,0
CLIX6907,1,5,1,1.0,1,0,0,1,1,1,0,0,2.0,0,0.0,0,1428,8269,3,1,11
CLIX6908,1,5,1,1.0,1,0,3,1,1,0,0,0,4.0,1,3.0,1,5686,37229,2,2,13
CLIX6909,1,5,0,1.0,1,0,2,1,1,0,0,0,3.0,0,3.0,1,1021,12277,3,1,7
CLIX6910,1,5,0,1.0,1,2,0,1,1,0,0,0,3.0,1,0.0,0,2261,3981,3,1,16
CLIX6911,1,5,0,1.0,1,2,0,0,1,0,0,0,4.0,1,3.0,1,1373,5653,3,2,17
CLIX6912,1,5,0,1.0,1,0,3,1,1,0,0,0,4.0,0,0.0,1,1373,0,2,0,0
CLIX6913,1,5,0,1.0,1,0,0,0,1,0,1,0,4.0,0,0.0,0,1373,5065,2,1,8
CLIX6914,1,5,0,1.0,1,0,0,1,2,0,0,0,4.0,0,0.0,0,2324,0,3,1,4
CLIX6915,1,5,0,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,4314,12901,2,1,0
CLIX6916,1,0,1,1.0,1,0,3,0,1,0,0,0,0.0,1,1.0,0,1064,9012,2,1,0
CLIX6917,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1713,14218,3,2,13
CLIX6918,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,3.0,1,1588,17024,3,1,0
CLIX6919,1,0,1,1.0,1,0,0,0,1,0,0,0,4.0,1,3.0,1,4657,11305,3,1,8
CLIX6920,1,0,1,1.0,1,2,3,0,2,0,0,0,4.0,0,3.0,1,1588,12105,3,1,0
CLIX6921,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,1,2324,0,3,2,0
CLIX6922,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,1,0.0,0,2335,18125,3,2,3
CLIX6923,1,0,1,1.0,1,2,3,1,1,1,0,0,3.0,0,3.0,1,2221,28508,3,1,15
CLIX6924,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,0,0.0,0,3210,24422,3,1,13
CLIX6925,1,0,1,1.0,1,2,3,0,1,0,0,0,2.0,0,0.0,0,3141,11633,3,2,0
CLIX6926,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,0,2.0,0,2970,14432,2,1,8
CLIX6927,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,1,0.0,0,2970,21950,3,2,6
CLIX6928,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,1428,18837,3,2,11
CLIX6929,1,0,1,1.0,1,2,0,1,2,1,0,0,4.0,0,3.0,1,2970,20840,2,2,17
CLIX6930,1,0,1,1.0,1,0,0,0,1,1,0,0,2.0,1,3.0,1,4824,8918,2,1,11
CLIX6931,1,0,1,1.0,1,0,3,1,1,0,0,0,4.0,0,3.0,1,3159,16126,2,2,7
CLIX6932,1,0,1,1.0,1,0,0,1,1,1,0,0,4.0,1,0.0,1,4604,23219,2,2,13
CLIX6933,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,2.0,0,2692,23045,2,1,12
CLIX6934,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,2821,7696,3,2,0
CLIX6935,1,0,0,1.0,1,0,3,1,1,0,0,0,4.0,0,2.0,0,1021,10259,3,1,6
CLIX6936,1,0,0,1.0,1,0,0,0,1,1,0,0,3.0,0,3.0,1,1684,6003,3,2,0
CLIX6937,1,0,0,1.0,1,0,0,0,1,0,0,0,2.0,1,3.0,1,0,5527,3,2,16
CLIX6938,1,0,0,1.0,1,1,3,0,1,0,0,0,4.0,1,0.0,0,2651,9018,3,1,4
CLIX6939,1,0,0,1.0,1,0,0,1,1,0,0,0,4.0,0,0.0,0,1939,12434,3,1,2
CLIX6940,1,0,0,1.0,1,0,0,0,1,0,0,0,4.0,0,0.0,0,3238,0,3,2,8
CLIX6941,1,0,0,1.0,1,1,3,0,1,1,0,0,3.0,0,0.0,0,1639,3964,2,2,0
CLIX6942,1,0,0,1.0,1,0,3,0,1,0,1,0,4.0,0,0.0,0,1373,10536,2,2,7
CLIX6943,1,0,0,1.0,1,0,3,0,1,0,0,0,1.0,1,0.0,0,1800,10818,2,1,15
CLIX6944,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,1,1500,12068,2,2,0
CLIX6945,1,0,0,1.0,1,1,0,1,1,1,0,0,2.0,0,0.0,0,3527,32752,2,2,7
CLIX6946,1,0,0,1.0,1,0,0,1,1,1,0,0,3.0,0,3.0,1,4710,18250,3,1,8
CLIX6947,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,4526,12146,1,1,13
CLIX6948,1,5,1,1.0,1,0,3,1,1,0,1,0,3.0,0,3.0,1,1373,15198,2,1,7
CLIX6949,1,5,0,1.0,0,0,3,0,1,0,0,0,2.0,1,0.0,0,1297,9949,3,1,12
CLIX6950,1,5,0,2.0,1,0,0,1,1,1,1,0,3.0,0,3.0,1,3116,12900,2,1,8
CLIX6951,1,0,1,2.0,1,0,0,1,1,1,1,0,4.0,0,3.0,1,1525,14470,3,2,11
CLIX6952,1,0,1,1.0,1,2,3,1,1,1,1,0,2.0,0,3.0,1,1684,8932,3,2,11
CLIX6953,1,0,1,1.0,1,1,0,1,1,0,0,0,4.0,0,0.0,0,1636,0,3,0,8
CLIX6954,1,0,1,1.0,1,0,0,1,1,1,0,0,4.0,1,3.0,1,4260,26274,2,1,8
CLIX6955,1,0,1,1.0,1,1,0,1,1,1,1,0,3.0,1,1.0,0,1800,20625,3,1,13
CLIX6956,1,0,0,2.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,2484,11756,3,2,0
CLIX6957,1,0,0,2.0,1,1,0,1,1,1,0,0,2.0,1,3.0,1,1777,8464,3,1,3
CLIX6958,1,0,1,1.0,1,0,2,1,1,0,0,0,4.0,1,0.0,0,3651,5103,2,2,6
CLIX6959,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,3651,10977,2,1,17
CLIX6960,1,5,1,1.0,1,0,1,1,1,0,0,0,3.0,1,0.0,0,6304,14725,2,2,6
CLIX6961,1,5,0,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,0,4877,12382,1,1,16
CLIX6962,1,5,0,1.0,1,2,3,1,1,0,0,0,3.0,1,0.0,0,6097,14369,1,2,17
CLIX6963,1,0,1,1.0,1,0,3,1,1,0,1,0,4.0,0,2.0,0,2208,5426,1,2,8
CLIX6964,1,0,1,1.0,1,0,2,1,1,0,1,0,3.0,0,0.0,0,3432,6743,2,1,2
CLIX6965,1,0,1,1.0,1,0,0,1,1,1,0,0,0.0,1,0.0,0,3432,16384,2,2,17
CLIX6966,1,0,1,1.0,1,1,0,1,1,0,0,0,4.0,1,0.0,0,6304,24801,2,1,6
CLIX6967,1,0,1,1.0,1,2,3,0,1,0,0,0,0.0,1,0.0,0,3651,23081,1,2,11
CLIX6968,1,0,1,1.0,1,1,0,0,0,0,0,0,2.0,1,0.0,1,5732,15290,2,1,8
CLIX6969,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,3042,12103,2,1,13
CLIX6970,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,1,0.0,0,5198,16584,2,1,13
CLIX6971,1,0,0,1.0,1,0,0,1,1,0,0,0,4.0,1,0.0,0,2699,3642,2,2,4
CLIX6972,1,0,0,1.0,1,0,0,1,1,1,0,0,4.0,1,0.0,0,2699,17930,3,2,13
CLIX6973,1,5,0,1.0,1,2,0,0,1,1,0,0,0.0,1,0.0,0,3453,6663,2,1,0
CLIX6974,1,5,0,1.0,0,0,2,1,1,0,0,0,4.0,0,0.0,0,1684,0,1,1,11
CLIX6975,1,0,0,0.0,1,1,3,1,1,1,0,0,2.0,1,0.0,0,2615,7852,2,2,8
CLIX6976,1,0,0,0.0,1,0,3,0,1,1,0,0,4.0,1,3.0,1,3453,14451,1,2,11
CLIX6977,1,0,0,0.0,1,2,0,1,1,0,1,0,4.0,1,0.0,0,1750,6537,1,2,16
CLIX6978,1,0,0,0.0,1,1,3,1,1,1,0,0,3.0,1,0.0,0,2464,4547,1,2,16
CLIX6979,1,0,0,1.0,1,2,0,1,1,1,0,0,2.0,1,1.0,1,1750,7515,2,1,0
CLIX6980,1,0,0,1.0,1,2,0,0,1,0,0,0,4.0,1,2.0,0,1750,11410,1,1,13
CLIX6981,1,0,0,1.0,1,1,3,1,1,1,0,0,2.0,1,0.0,0,2615,14900,2,1,11
CLIX6982,1,0,0,1.0,1,1,0,0,1,1,0,0,2.0,1,0.0,0,2615,4950,1,1,8
CLIX6983,1,0,0,1.0,1,2,0,1,1,0,1,0,4.0,1,0.0,0,3590,18302,1,1,1
CLIX6984,1,0,0,1.0,1,1,3,1,1,1,0,0,0.0,1,0.0,0,2464,18561,1,2,16
CLIX6985,1,0,0,1.0,1,1,0,1,1,1,0,0,2.0,1,0.0,0,4524,2828,1,1,8
CLIX6986,1,0,0,1.0,1,2,3,1,1,1,0,0,4.0,1,2.0,0,3453,14388,1,1,17
CLIX6987,1,0,0,1.0,1,0,3,1,1,1,0,0,4.0,1,0.0,0,1750,15297,1,2,8
CLIX6988,1,0,0,1.0,1,2,0,1,1,0,0,0,2.0,1,1.0,0,1750,15192,1,2,4
CLIX6989,1,0,0,1.0,1,2,0,1,1,1,0,0,3.0,1,0.0,0,3453,20126,1,1,17
CLIX6990,1,0,0,1.0,0,1,0,1,1,1,0,0,3.0,1,0.0,0,2548,15788,2,2,13
CLIX6991,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,1,1.0,1,2510,20476,1,2,13
CLIX6992,1,5,1,1.0,1,2,0,1,1,0,0,0,0.0,1,0.0,0,2510,22535,1,2,6
CLIX6993,1,5,1,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,2738,9102,1,1,13
CLIX6994,1,5,1,1.0,1,2,3,1,1,0,0,0,3.0,0,0.0,0,2510,0,1,1,15
CLIX6995,1,5,1,1.0,1,2,3,1,1,0,0,0,3.0,1,1.0,1,2878,26537,1,2,7
CLIX6996,1,5,1,1.0,1,0,0,1,2,0,0,0,2.0,0,3.0,1,2738,0,1,2,7
CLIX6997,1,5,1,1.0,1,1,3,1,1,1,0,1,0.0,0,0.0,0,3954,0,0,2,11
CLIX6998,1,0,1,1.0,1,0,0,0,1,0,0,0,2.0,1,1.0,0,2510,28613,2,1,3
CLIX6999,1,0,1,1.0,1,1,0,1,1,1,0,0,3.0,1,2.0,0,3226,20532,1,2,13
CLIX7000,1,0,1,1.0,1,1,0,0,1,1,1,0,2.0,1,3.0,1,3226,21810,1,1,8
CLIX7001,1,0,1,1.0,1,1,0,0,1,1,0,0,4.0,1,3.0,1,3226,24641,1,1,13
CLIX7003,1,0,1,1.0,1,2,0,1,1,0,0,0,2.0,1,0.0,0,2738,29258,1,2,0
CLIX7004,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,1,2.0,0,4593,24371,0,1,8
CLIX7005,1,0,1,1.0,1,0,0,0,1,1,0,0,2.0,1,0.0,0,4935,12785,1,1,17
CLIX7006,1,0,1,1.0,1,1,3,1,1,0,0,1,0.0,0,3.0,1,4002,0,1,1,15
CLIX7007,1,0,1,1.0,1,1,3,1,1,1,0,0,2.0,0,0.0,0,3226,0,1,0,11
CLIX7008,1,0,1,1.0,1,0,0,0,1,1,0,0,4.0,0,0.0,0,4593,0,1,1,13
CLIX7009,1,0,1,1.0,1,1,3,1,1,0,0,1,0.0,0,0.0,0,3954,0,1,1,16
CLIX7011,2,3,0,1.0,1,0,0,1,1,0,0,0,2.0,1,1.0,0,2593,2538,2,1,17
CLIX7012,2,3,0,1.0,1,0,0,0,1,0,0,0,3.0,1,0.0,1,1932,15143,3,2,0
CLIX7013,2,3,0,1.0,1,2,0,1,2,0,0,0,2.0,1,0.0,0,2920,9246,3,2,17
CLIX7014,2,3,0,1.0,1,0,0,0,1,0,0,0,0.0,0,3.0,1,4022,10306,3,1,8
CLIX7015,2,3,0,1.0,1,0,0,1,1,1,0,0,0.0,1,0.0,0,1178,12713,3,1,4
CLIX7016,2,3,0,1.0,1,0,2,1,1,0,0,0,4.0,1,3.0,1,1765,8524,3,2,17
CLIX7017,2,3,0,1.0,1,2,0,1,1,0,0,0,3.0,1,1.0,0,2392,13000,3,2,17
CLIX7018,2,3,0,1.0,1,0,0,1,1,0,0,0,3.0,0,1.0,0,1748,6856,2,1,0
CLIX7019,2,3,0,1.0,1,0,0,1,1,0,0,0,4.0,1,3.0,1,2409,5896,2,2,8
CLIX7020,2,3,0,1.0,1,0,0,1,2,1,1,0,2.0,0,3.0,1,3180,12386,3,2,8
CLIX7021,2,3,1,1.0,1,0,0,1,1,0,0,0,2.0,0,1.0,0,3540,0,3,1,4
CLIX7022,2,3,1,1.0,1,0,0,0,1,0,0,0,0.0,0,3.0,1,2931,18936,3,2,11
CLIX7023,2,3,1,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,2896,15455,3,1,8
CLIX7024,2,3,1,1.0,1,0,0,0,1,0,0,0,4.0,0,2.0,0,3023,17763,3,1,7
CLIX7025,2,3,1,1.0,1,0,3,1,1,0,1,0,4.0,0,3.0,1,5501,9472,3,2,8
CLIX7026,2,3,1,1.0,1,0,0,1,1,0,0,0,4.0,0,3.0,1,3023,21183,3,2,7
CLIX7027,2,3,1,1.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,2657,14783,3,1,16
CLIX7028,2,3,1,1.0,1,2,0,1,2,0,0,0,4.0,0,0.0,0,2013,11492,2,2,7
CLIX7029,2,3,1,1.0,1,0,0,0,2,0,0,0,3.0,1,0.0,0,4675,16360,2,1,0
CLIX7030,2,3,1,1.0,1,0,0,1,1,1,0,0,4.0,0,3.0,1,2013,8107,2,2,8
CLIX7031,2,3,1,1.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,2013,15395,3,1,15
CLIX7032,2,3,1,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,0,3853,10567,2,2,16
CLIX7033,2,3,1,1.0,1,0,0,1,1,0,1,0,4.0,0,0.0,1,2775,20103,2,1,13
CLIX7034,2,3,1,1.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,2190,13202,3,2,0
CLIX7035,2,3,1,1.0,1,0,0,0,1,1,0,0,3.0,0,2.0,0,6771,15132,3,2,4
CLIX7036,2,3,1,1.0,1,2,0,0,1,0,0,0,0.0,0,3.0,1,2576,0,3,1,14
CLIX7037,2,3,1,1.0,1,1,0,1,1,0,0,0,2.0,1,2.0,0,2190,9716,3,1,3
CLIX7038,2,3,1,1.0,1,1,0,1,1,0,0,0,3.0,0,3.0,1,2484,16855,3,2,13
CLIX7039,2,3,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,2637,17352,2,1,8
CLIX7040,2,3,1,1.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,2392,14585,3,2,6
CLIX7041,2,3,1,1.0,1,0,0,0,1,0,0,0,4.0,0,2.0,0,2593,18403,3,1,13
CLIX7042,2,3,1,1.0,1,1,0,1,1,0,0,0,0.0,0,3.0,1,2098,11088,3,2,0
CLIX7043,2,3,1,1.0,1,0,3,1,1,0,0,0,3.0,1,1.0,0,5131,19170,3,1,8
CLIX7044,2,3,1,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,0,2637,8055,3,1,11
CLIX7045,2,3,1,1.0,1,0,0,1,1,0,1,0,2.0,0,0.0,0,3297,13324,3,1,9
CLIX7046,2,3,1,1.0,1,0,0,0,1,0,0,0,4.0,0,0.0,0,2951,9790,2,2,0
